polarity,text,Positive/Negative/neutral
-0.15952380952380948,realli thought start subpar somewhat underwhelm sixth episod game chang one might say show start sixth episod long time felt watch fist season got cast chang made wonder howev criston cole daemon targaryen age rest cast either complet chang artifici age easi eye attent detail anoth note realli like portrait aegon go real charmer also must say even though noth wrong velaryon black would better lost dreadlock look like bad cosplay jack sparrow,Negative
0.14916666666666664,fair sceptic fan got underperform season 78 got expect anoth show get milked but first 4 episod feel vibe throne hbo especi grr excel job far storylin cast visuel effect usual intrigu convinc expect hotd better got mayb mayb dont know far deliv think one main reason grr author back involv heavili project storylin feel show compar first season got think follow pattern expect season one give us overal view main storylin real fun begin season 2 even pace seem slow begin especi first 4 episod also glad see great script dialogu effort hbo put show especi miss big productions hav fun enjoy show fella,Positive
0.3047619047619048,amazing that word need describ fantast show a huge gotfan hope would fail season 8 thank hbo let us couldv done better allway ppl complain stuff book reader ppl understand easi make show understand time jump annoy way time jump book aswell thi season perfect done set likley one best season show come season 234 cast amaz king viseri wasnt favourit mani start prove everyon els wrong act special episod 8 outstanding daemon favourit far rest good aswell i cannot wait season danc dragon fail us 1010,Positive
0.1775,hbo g r r ms world return full forc high qualiti write complex charact amaz product valu polit intrigu fell love got,Positive
0.21152597402597406,know review scath act thecent head soap opera adr type sound that culprit ther littl depth perspect sound design complement imageri sound scape seem uniform scene change y voic deliveri seem littl flat like read script instead absorb part im sure got fan lap unusu wooden new seri fade good look starter review give 9 10 kid themselves let hope like good red wine rough young improv age edit wrong number star first draft alway meant restrain,Positive
0.10777777777777776,show go great see mani fanboy cri less action seri seir stori driven saw idiot complain light episod hater even said wors night king fight winterfel said could damn thing well would suggest get eye check everyth clear visibl mani hater say got season 8 better whole hous dragon one question high mani fanboy still disappoint last season got hate show great show everyon watch except hater,Positive
0.425,longtim fan soiaf book seri historylor fire bloodworld ice fire refresh see world danc dragon event seri histori come aliv welldon way direct writingadapt act setcostum design brilliant done familiar event come im excit see interpret show nobrain would use danc materi keep got hbo gravi train move along im glad love origin sourc materi im alreadi enjoy adap said materi much,Positive
0.20119047619047617,postur power excit subject instead hous bore peopl help sluggish write mani lord ser ladi soandso come go littl impact plot look product plain cheap look perhap omnipres dim light tri hide fact there noth look seldom found got slow rare occas usual someth interest view didnt struggl see screen it appl orang cours visual alon ring power light year ahead seri full brilliant visual fill beauti wonder plot better im sure yet seem like lot fun,Positive
0.675,brilliant start great stori must admit littl worri cast think type person king viseri worri went away matt smith anoth worri perfect cast forgot doctor instantly if read book know stori know amaz period westero histori is th place differ hous differ hope see hous know seri progress,Positive
-0.0508974358974359,super high product valu similar origin game throne storytel love game throne love hous dragon i biggest fantasi fanbut husband along ride begin stori predat game throne stori war green black targaryen claim iron throne stori fill grotesqu lust power murder sexand graphic birth scenes th costum usual spectacular set coupl complaint first lot action scene dark see actual happen second stand horribl white wig worn signific number targaryensespeci boy stringi white hair th show pretti graphic violent forewarn recommend game throne georg r r martin fan seri base book also fan fantasyi think love it for like isnt cup teayou appreci qualiti product costum,Negative
0.298,first episod perfect central theme seri success issu male primogenitur beauti set open scene show great council 101 ac short intro import understand rhaneyra chosen heir spell dark shadow carri episod come a book reader great surpris posit way showrunn enrich book either ad extra stori elabor one aspect book great act cast especi matt smith milli alcock smith perform bring mani nuanc complex daemon targaryen art direct costum cinematographi great era suppos height targaryen power one open shot show king land aerial view dragon rider pov think effect grand two dragon shown first episod even though read peopl complain differ dragon got think great dragon distinct differ charact mind said 15 dragon abl distinguish one anoth enjoy watch experience last music score great ramin djawadi total bring back westero,Positive
-0.007100340136054422,make differ good stori bad stori good one make sens base logic event coincid u make main reason next big war see sevear coincid one think weaken stori cant wait next season hope focus dragon dragonpet kingsland dragonston also dragon keeper plzz scene behav relationship dragon mean show hous dragon know dragon dead need sympath dragons despit fear think good tight stori wont abl mess with hop next season soon,Negative
0.18928571428571428,felt open episod bloodi brutal suck almost immedi got complex mani charact took bit time understand whole universe i tri best compar got thrill impati wait rest episodes great start would love bing watch though,Positive
0.18988095238095237,watch first episod realli look forward watch next two episod doubt feel go sink episod episod abl connect charact storylin far like dameon rhaenyra enough care happen hard explain look forward next episod like miss watch sunday watch day anticip near great got someth missing th cgi good costum product design top notch background score need solid improv actor good job script write need improvement aft watch four episod feel go end well overal solid 410,Positive
-0.25,cant beat game thronesit bore also stori bit drag interestingaw actingi cant stand look,Negative
0.17500000000000002,hope someth better act great especi young princess horribl weak th stori look interest far although think forget game throne look complet differ story what bother though fact studio polit correct nowaday choos actor wont go details anoth thing came mind look like watch episod lord ring blond charact elves i sincer hope seri get better,Positive
0.1904761904761905,show realli want support lie cheat rheanyra ruin awesom honest develop charact like alicent actu last two episod alreadi go downhil tri creat sympathi certain charact write ruin alic stori portray villain honesti sudden switch favor write regard rheanyra claim sudden felt disingenu realli could enjoy last coupl episod od sudden switch like write forc us like rheanyra portray lead lie cheat murder way top,Positive
0.1,like though well done expect get better like 1st episod hit harder got 1st episod put twist left bit predict next episod,Positive
-0.10500000000000002,game throne weav 12 differ plot interest charact amaz storylin hous dragon follow one bore story everi charact annoy last i watch read someth els see annoy charact get killed so far big surpris death like father got decapit joffrey first season book game thrones watch must incred bad show frustrat heck you th good thing hous dragon kept game throne theme song,Negative
0.3122448979591837,hotd good great episod 4 final hit stride someth amaz even sooner got season 1 episod 5 go absolut huge pay rest season go absolut amaz havent stoke sinc got season 5 6 liter noth like tv right compar rop unless someth drastic happen laughable hotd beat rop everi categori except gratuit use cgi if show goe think go might even top got never imagin spin could,Positive
0.15283008658008662,found site could watch let say 5 epidlsod saw phenomen live feel vibrant beautiful it could come close 10 dialogu choic terrible most specif men would rather burn world see woman rule one histor woan start 27 war men even world know futur khalessi start war everi goe zero diplomacy i like main girl cute way good job realli like cup bearer small council meet nice way show educ realm affair listen see reason behind certain decis grow result matt smith charact also decent certain cocki edg that intriguing ov asid bit dialougu arent thibli viel slight men modern sensibl 8 definit reccomend woke minimum just finish episod 6 time ship alic good reason charact daemon smawesom ever on small thing rralli dont like actrsss replac milli alcock rhaenyra meh i didnt like reason damon wife end didnt make sense ov land wobbl hard could still crash hop straighten,Positive
-0.02761904761904762,polit 90 content problem utter bore action slow pace stori quit linear got alway told 5 6 stori time seri one grab like world turns next charact near captiv exampl littl finger vari joh hound teryon danni favorit twin could go list least 5 name hod cant say charact impress special way action predict stori shallow a real big miss opportun,Negative
0.30714285714285716,unfortun still enjoy lack someth somehow equival show lack matur dragon zombi exclud fierc origin got feel like disney adapt smart engin syndic widest array buyer audienc everyth origin still like mani issu supernatur unnecessari element dragon zombi yet appear one hous dragon seem like kid school play plot seem welltrodden one heir issu quit digest death,Positive
0.21250000000000002,hear familiar soundtrack nice also remind season 8 make realli want continu watch show anyway i feel like like better call saul break bad great show masterpiec bar s8 still shame know squander end world least tv,Positive
0.16041666666666665,fire blood scheme plot violenc dragon solid charact defin journey game throne entir count final season houseofthedragon open strong like come expect anyth gameofthron stroll garden bicker council member scheme women death fli screech dragon blend well event season open actor paddi considin matt smith rhys ifan milki alcock eve best shine throughout first episod,Positive
0.016666666666666673,say show start relat well episod discov show noth say w admit show remain tv soap opera easi violenc sex like need distract viewer everi 10 min without element viewer may find time think seeing daemon targaryen probabl soon join avengers even dont like join meme photographi way dark no mysteri fantaisi bore nonsentiment teenshow soft porn element make young one happi,Positive
0.18498316498316494,came fresh got imposs high expect im glad admit hotd met everi singl one basic got bigger budget im soundtrack sweep cinemat shot everyth compelling and let forget cast milli alcock matt smith rhaenyra daemon best cast choic ive seen refreshing th gripe show far reus main theme game throne main theme realli wish ramin djawadi made new origin theme song could epic got open theme sad not asid great watch solid show 1010,Positive
0.32962962962962966,never thought id love am fantast write act costum cgi everi episod love sunday night excit cant believ say blunder season 8 got pleasant surpris though feel slow burn conflict former bff r essenti book reader know happen still made excit slight tweak showrunn fantast way show downturn prosper peac time fiction histori despit leader seem kind thought overal feminist theme also throw uniqu aspect fiction histori grown love excel craft honest,Positive
0.15531135531135531,fun show watch btw hous dragon set 200 year game throne story th timelin charact depth continu build episod layer reason stori origin interesting person look forward see civil war targaryen rule seven kingdom play screen plus hous dragon stori provid extra layer histori previous mention mani game throne episodes a rewatch game throne futur hous dragon stori completed th divers cast make sens believ screen reflect reality i like progress think view sexual show put forward im huge fan radic idea surround femal charact found within hous dragon story th women given abil take ownership sexual seek passion even though entir possess bodi women choic arent forcibl rape step right direction it differ stori differ timelin event hous enjoy immens love,Positive
-0.09166666666666667,alreadi watch first episod hous dragon fell like got vibe nostalgia bgmsuperb cinematographynic plot wait mad king daughter dannyi know far way cant wait,Negative
0.2833333333333333,start feel bore show keep go stori built self would recommend show vfx start episod good end season convincing th vfx disappoint start show stori take turn later episod stori feel like game throne prequel lot dragon seri feel like cartoon dragon actor also beauti handsom act look promis incredible watch show feel thrill adventur last must watch seri,Positive
0.22083333333333335,product show expect great cloth sceneri howev unlik first seri stori mulitpl plot go time seri seem lock one court intrigu make drag bit border bore time also familiar tale happen royal court event come foretold see come never knew would happen game throne would travel throughout kindgom storylin still enjoy possibl seri despit blloodi river run throughout intro seem go nowher blood perhap singl plot kill kill hope,Positive
0.06904761904761902,realiz miss game throne multipl storylin develop simultan differ strong charact mayb fault slow start focuss one famili one stori lack comparison feel bit long bore like 247 watch cook breakfast go restroom anyth realli catchi far otherwis nice stori beauti done product hope pick soon two charact potenti feel soap opera far like skip 10 episod still know go,Positive
0.26666666666666666,read review show peopl idea charact build obvious fan origin got thought great open episod look forward rest season,Positive
-0.1,got creat expect hous dragon open well usual scene nuditi violenc unimagin make charact got introduc well within first episod charact got arc audienc also start think play futur sinc run behind 200 year got find connect refer famili name,Negative
0.02499999999999998,end game throne left sour tast mouth know hotd extra strength mouthwash wasnt perfect mean nitpick stori set design act cgi top tier left want doubter know dd men respons botch end got nowher near project georg involv direct base alreadi complet work your cynic spoil end see good not overal excit see show goe think vast major peopl enjoy hate power peopl color women though like lot one star review show mayb stick birth nation,Positive
0.08846153846153847,got start great 6 season worst end season seri start irrit run race aw perform direct hbo director hurri make sure audienc run away tv stream screen episod long useless scene quick jump without build characters th act main charact irrit sens graphic ok could utilis latest technolog lengthi awkward scene could avoid part stori without rush enjoy,Positive
0.48571428571428577,first episod great opinion watch episod world first episod great think blow upcom seri without doubt occupi first place rate masterpiec saw first supplement express great histori wit,Positive
0.08333333333333333,first episod seri absolut amaz didnt highest hope show look forward nevertheless dive back polit bloodsh westero let slightest im look forward next episod,Positive
0.10208333333333332,good start im engag look forward next episod write solid much better jr colleg crap that ring power hey amazon mayb poach write room show fix train wreck go mayb could get idea pace charact introduct stori arc use exposition thes charact engag want get better curious far hightow push daughter get king joust brutal seem genuin much better troll fight scen galadriel marysu way effortless victory onc show much engag ring power room one fantasi show hous dragon better bet,Positive
0.41904761904761906,disappoint end got feel great pilot feel got also good mixtur charact feel charact unpredict got differ charact moral code felt decis moral correct charact show unpredict hero monster given day hope deliv although begin certain potenti great,Positive
0.1892857142857143,despit much like game throne stori differ hous wasnt expect focus one would develop soap opera main threat far famili treacheri legitimaci doubt patern honest never seen mani birth scene time th stori explain fast pace regard year charact jump quick slow mani way expect someth happen differ extrem version violenc sex show dinasti bare extern enemi conveni marriag manipul truth get better posit success line al time time reward surpris charact moment good act scenario dragon that continu watch despit doubt time time arriv episod 7 far think effort continu end hope action charismat charact,Positive
0.0,yes realli tri keep low side comeon got content mi expect roof deliv start too it awesom reason got,Neutral
0.23968253968253966,absolut love show special effect awesom ever storylin superior grrm excel writer number viewer chart happi back westeros dameon charact love hate yet thing love matt smith simpli excel play charact thank young actress emili milli awesom perform you th show success set stori still begin hold dragon stori go grip mani way,Positive
0.5340909090909092,show potenti got background score feel new well give touch got flavour cast better expect good start great show,Positive
0.7,watch 1st episod realli feel seri give got fan good insight begin rise fall hous targaryen,Positive
0.39365079365079364,older watcher pleas plot move along well certain wait episod costum great dragon computeris,Positive
-0.04749999999999999,love game throne mani memor charact excel write throughout major seri twist turn intrigu got unfortun hod rather predict matt smith show would snoozer charact daemon stand other talent sheer entertain value i consid tone game throne thus far definit bad show mean level great predecessor successor im definit look forward danc dragon bit may possibl adjust rate seri shall see,Negative
-0.07142857142857142,well curios decid give show chanc compar seri launch year least watchabl land blind one eye man king it realli difficult make prequel got consid everybodi know go end also take account last 2 season extrem disappoint especi ending th con show th stori great basic middl targaryen histori actual none charact redeem qualiti wick way th pros th costum well made,Negative
0.1756578947368421,seen far far better rop first set look realist love design seem empti monoton rop see place distanc immedi cut build see neither path charact mani differ places th dialogu world better charact interest real hotd also far ahead term appear start wig armor costum etc what bother rop fake cleanlook cgi make everyth look polish therefor fake hotd also better look convinc overal also proper lighting th music use necessari place time ther mani illog dialogu event rop travers ocean elv cant fight troll walk dwarv foot jump hole orc know insid etc her decis consequ lead chang world see charact die screen screen ther also room time jump short uninspir retrospectives i mean even humor much better better place actor great rang emot dont stare void honest look galadriel face i hope review also delet amazonimdb like review rop like opinion cinemat masterpiece i sad got end hope hotd make mistak,Positive
0.38571428571428573,skeptic first sure would abl maintain feel got someth entir differ director found way tie storylin sprinkl foreshadow masterfully th actor part subtl detail bring hous dragon world th music photographi direct costum design everyth surpass wildest expectations person enjoy first two episod hous dragon much lotr ring power fenc watchingdo favor wont regret,Positive
0.7,feel like westero like got cgi massiv spectacl world act dragon person everyth good must watch,Positive
0.278125,1st episod houseofthedragon lit far better 1st episod gameofthron daemontargaryen fit perfect imagin love role episod hope entir season like got theme old days mor polit brutal blod ndes got love houseofthedragonhbo,Positive
0.1,well expect incred let see goe hope fire continues show epic carector look promis know carector come let see goe,Positive
0.75,love show univers best doesnt seem care polit correct like gritti world show reflect,Positive
0.019047619047619042,read book georg r r martin peopl take oath god laugh them th negat short time comput special effects th charact well defined everyon motiv soul aspir prehistori futur sometim short th theme music accompani beauti unobtrusive th color scheme select professionals thi seri renew least 3 season base pace stori attent detail i would like wish oper chang plan angl quick destroy magic break overal pictur percept think fix second season,Positive
0.09136904761904763,work offer fantast imagin elabor write exquisit orchestr futur hous dragon seem excel beauti thing hous dragon convey event slight differ point view book abandon cours stori revers correct point view although need time jump affect event seri chang actor affect due choic actor two wonder peopl music wonder cours legendari compos ramin jawadi genius special touch viewer everyth excel seri complet rare find complet work,Positive
0.04027777777777778,anoth great exampl got ruin departur realism attempt extend woke mental today unbeliev allow fate thousand million reli teenag determin would best suit preposter everi teen infatu boy allow make decis base teenag experi world would much wors place polit highest level think nation made major polit decis base whim teenag differ world would total unbeliev,Positive
-0.01718750000000001,there way hotd could get mani review especi singl episod review hbo show alway get distort caus hbo set one episod onlin week review stack mean one person write one review per episode but besid show stori realli start episod 6 late cgi ok cgi isnt everyth show start build stori first episod show fail hotd mess everyth time jump alway chang charact charact great poor written 110,Negative
0.35863095238095244,dont wanna prais show earli first episod great perform incred set look great effect cool realli enjoy matt smith villain role paddi considin alway pleasant realli hope stay good major seri someon huge fan game throne pres8 hope mess one big hope cant hype pleas dont pull dd give qualiti good storytel cheap shock valu soap opera drama hope gut fele correct stay fantast,Positive
0.16,compar predecessor show hous dragon narrow stori dont know would favorit subplot epic grand gotlik show wouldnt least favorit either fair interest palac intrigu tale handsom set,Positive
0.23035714285714284,hous dragon hour bare hang yet hour im grip tv inconsist pain slow orchestr plot well worth slow burn moment brillianc sometim last second brilliant impact make feel bone care fold togeth everyth begin come togeth around episod 7 8 realli start get feet episod ago almost fell asleep one outsid brilliant part think pace could improv great includ irrelev scene stick import filmmak know struggl want keep everyth purg much show could purg littl could receiv anoth star for exampl season 1 episod 8 lord tide 1 hour 20 second approxim scene king look upon around certain reaction disclos purpos spoiler absolut brillianc captur hour plot one moment incred act composur product videographi,Positive
0.3375,earli know episod breath fresh familiar air excit episod 2 phenomen job set everyth rest show,Positive
0.21052188552188553,like got except end wasnt surpris would like hous dragon defiant good start feel earli episod got cinemat look good charter interest music annoy similar got might like someth origin would nice nitpicki stori interest somewhat predict surpris sinc start expect get less stori progress plenti action brutal violenc hope keep new tv show arent shove messag throat want disconnect bit good job,Positive
0.5,show begin remind earlier episod goti would say nostalgia best well madethi show extraordinari show targaryen way expect cast amaz put together fir reign dracari,Positive
-0.008928571428571425,mean there reason call bore isnt much differ first episod got such big world complex relat charact person alway take introducion episod viewer get deeper plot if dont like storylin go watch action,Negative
0.05050505050505052,fan charact got saw evolut 10 season realli enjoy it hod world start enjoy charact look forward evolv main charact plots i think compar got hod differ time diffeent charact tri see common plot useless wast time think focus new stori westero world for saw like everyon 2 episod promis start see dramat plot storylin build let finish 1st season realli know wait season 2 p,Positive
0.5151515151515151,first season predict becom show live potenti surpass predecessor let forget season 8 lol i feel emot attach almost everi charact show despit frequent time jump recast flawless execut never felt like miss part stori first everi charact decis felt justifi line would expect them th shot gorgeous well simp dragon vfx surround huge mytholog creatur perfect also camera angl captur tension jovial scene well alway understood mood scene allow actor deliv kill perform made feel charact emotions overal found show hit almost everi beat necessari produc fantast bit tv cant wait,Positive
0.5,product 1010 storylin 1010 cinematographi 1010 am love alreadi cant wait complet season multi kingdom stori power shift soon start,Positive
0.21330578512396692,gonna got one got action good dialogu averag setup perfect sorri tell distractor cant emot hook excit watch got one episod first season got littl action stop watch bit realiti new show take time get know charact love hate overal im happi wish could watch whole season today next season tomorrow high hope,Positive
-0.01102040816326531,win fan base back sever year game throne pitch fork stuck insid unlik termin franchis seri pull john snow appar john snow know thing two pleas fans th product work fantas costum delici act standard hbo word terrif amazon inexperi hubri hbo experi cours correct hbo show make show right if seri end high note pleas fan grrm actual finish next book franchis includ grrms repuat might pin hair save ultim incred pull last hail mari time tell hollywood known hubri foolishness disney mandalorian save franchis bring forth terribl write two back back terribl show boba fett obi wan edit im get downvot ring power fan go back amazon protect show delet rate 610,Negative
0.5833333333333334,stretch say episod compel got pilot episod hous dragon start good balanc necessari dialogu dramat moment charact role perform well great dive famili conflict hous targaryen end first episod add lot potenti differ storylin hope ad varieti interest charact arc hope,Positive
0.01249999999999999,worri move away comfort word georg r r martin seen got ended fear hype well deserv true game throne start thi well written direct alreadi charact develop begin pull us in i look forward see goes w know disney would hous wolf howev team put togeth way welcom spin off future thi blow away,Positive
0.6083333333333333,episod one best greatest episod hope episod end hope day pass watch next episod enthusiasm strong,Positive
0.06547619047619048,dont see see need put vulgar sex scene showthey give messag without explicit sign watch porn realli unnecessari take away wouldv gave 7 wasnt soft porn done scream desper like necessari sell show pathet quit frank turn especi good stori go random insert long drawn sex sceneslik random name girl get rape face even shown focus forev explicit show sex act rape move like ok that distract didnt need make point wouldv given 7 wasnt soft porn everyth els decent done noth rave leav curious hope dont tri throw polit agenda show realli good start couldv better minus soft porn,Positive
-0.04230769230769233,lot peopl dont understand game throne masterpiec order come someth similar easi hous dragon promis good your true game throne fan youll honest love game throne game throne start well toward end rush kept pace balanc wont seem rush slow one dragons hous dragon hope watch game throne mani dragon one fascin polit regular game throne vibe gonna leav want lot trust time hous dragon end would wish see,Negative
-0.041666666666666664,huge disappoint got hot mess script terribl light dark hard see happen feel sorri actor learn lousi line costum well done set interest write terribl stori drag drag drag along charact interest hard feel anyth posit basic selfish selfcent narcissist creep absolut absorb power control wast time hot mess suck realli suck,Negative
0.06875,see girlpow theme without condescend woke enjoy episod 1 look forward show runner vision come screen show earn back hbo max subscript bewar go deep end woke mani other gone,Positive
0.23222222222222222,wow wow wow hbos product valu grrms bring hous dragon roar start show mix spectacl grand nostalgia got s14 hope write continu sensibl high qualiti show goe on 910 strong start,Positive
0.021052631578947368,most like ive seen far show bring us back simpl thing love game throne cours giant budget eventu lead bigger battl scene earli peel back supernatur element later season game throne give us polit work scheme made game throne interest show much earli season game throne vibe far also start episod game throne theme song pretti awesom unexpect bit sceptic show far solid start someon alreadi read fire blood novel say show faith sourc materi far stick stori show one time great,Positive
-0.04183673469387753,havent bore movieseri much age liter bore bad act bad direct noth happen slow pace real action peopl nostalgia cannot replac diamong glass hous dragon made pure profit realli realli noth go watch 60 minut episod im sure cannot resum happen with episod noth realli happen king got son fought bit end im wait next product gave one tri review short review basic short review long enough,Negative
0.037500000000000006,much like predecessor cgi great wonder costum fascin charact one thing appreci charact develop switch side sever time root alic someth occur find root rhaeynera women famili complex loath love dameon similtan well written dragon look amaz well use stori bad stori littl slow use action sequenc shock factor despit set solid foundat look forward season come,Positive
0.58875,joy abl return place brought us mani emot hous dragon manag convey atmospher richest opul period westero perfect sens veil intrigu get point spirit high imposs keep peac perform impecc opinion paddi considin amaz viseri great center first season anyway targaryen fan imposs happi appear one best coher way great script hope show maintain highest level qualiti,Positive
0.2345,seri start well good thing let see unfold come week mani subplot singl season ruin pleasur hope avoid premis set first episod well enough entir season although provision rate high 9 major viewer feel rate 88 season end would job well done,Positive
0.3833333333333333,wow enjoy everi minut second miss great begin gore violenc battl sex episod one everyth could ever hope well written beauti cinematographi dialogu costum everyth perfect c wait next episod,Positive
0.1357142857142857,ive wait half way season 1 write review give everi chanc mix feel think act great overal visual superb im intrigu stori go ive read book huge fan got last season feel rush time affect charact develop abil let polit game grow play well drama far hasnt impact feel could time given let charact connect grow could done exampl build crab feeder battl sort came went instant without realli feel invest weve seen far flesh least full season could seen plot develop polit side well better lead battle a big jump time come sure that go go ive start realli appreci younger actress theyr finish initi prefer rhaenyra last coupl episod ive lean alic left want shame actress think come hope pace slow bit theyr switch older actress 610 far imo,Positive
0.4012987012987013,paddi considin certain great actor perform king mark hurt show someon pleas start work make better show great balanc cast realli dont get let go wild show well execut well written think deserv better lead sure come around direct clear depart great job intrigu actual want say imdb want write 600 charact continu write let releas review,Positive
0.2555555555555556,costum set effect make worth watch cast plot make worth pay much attent like interest screen saver anyth els young raenehra truli outstand perform replac earli stranger ruin immers go forward it shame larg budget wast pedestrian write cast werent great scene though set magnific dragon well done alterc children glorious achiev suspens dps realli knock park write wasnt bland,Positive
0.20227272727272727,thought pilot good sign prequel seri happen beforehand game throne more th pilot leav viewer least interest know anyth improv sinc last go around red wed bloodi keep fratricid dont realli rememb see tortur grotesqu meep recent memori glad see got still swinging though say new cast plot isnt par first episod first season nuditi brief sex scene guess fair keep tradit got standard woman frequent beauti show must go tell seri toward great season,Positive
0.30833333333333335,great show nonetheless end game throne left mani us render helpless yet hbo found redempt show seem follow path success got fire blood mani ash shall drape great realm river blood shall curs seven kingdom true self yet mayhem shall deem admir peac seen abomin,Positive
0.5681818181818181,without doubt best show decade mor dragon drama polit betray blood violence mi absolut new favorit show,Positive
0.3333333333333333,yh bit bore first ep got too it multipl rewatch get know charact first ep becam interesting cauti optimist hod stage,Positive
0.07611111111111112,high hope go show season 8 left flame bag dog drop mouth understand hesit watch two episod much stronger show expected th cast talent write solid costum well done set perfect line origin seri one thing say hbo would dont mess serious keep your dont start inject deriv storylin plot dont chang thing dont got season 8 there plenti depress thing world turn want hope dream crush thank,Positive
-0.15000000000000002,fan got ive seen review talk someth miss season 1 dont rush wait stori settl littl get built charact reveal characterist dont jump conclus yet still lot come it 31st aug 2 episod releas 2 episod let know well written direct act game throne pleas dont compar book tv seri alway differ differ audienc peopl got understand,Negative
0.25000000000000006,absolut love im happi back world peopl state bot write great im bot thought first episod far fantast feel similar differ couldnt pleas far show wasnt disappoint cant wait see,Positive
-0.15000000000000002,peopl call show bore soap opera genuin delusion expect action like s7 8 got call charact develop idiot season 1 one big prologu upcom war break far complet faith book base everyth peopl wait see happen liter give time develop villain drama real plot unfold charact everyon call bore need time develop 4 episod calm karen period westero complex detail war hundr charact give time,Negative
0.2902777777777778,awesom series i love hod addict enjoy full i fan game throne game throne noth fullfil appetit fantasi drama season tri watch show show match got hod love episod stori seri effect good battl good love charact wish dont spoil show like got end hous dragon good show even less adult scene watch easili wish also releas censor edit watch someon els,Positive
0.1875,skeptic disappoint game throne ending and wasnt happi heard time jumps but watch amaz someon whos read book realli great see show chang disprov rumor book mani peopl dont pay attent book written via 3rd hand account maestor mushroom etc watch show play via first hand account awesom minor chang show vs book great imo like said give 92 10 far teamblack daemyra gam throne shoulda let daeneri fulfil destini restor hous dragon proper glori sinc daemonrhaeneri line,Positive
0.33714285714285713,show hook first scene true game throne style charact build stori sub plot master class make care individu charact pace perfect act top notch alway matt smith revel im fan origin got end high hope show pleas carri qualiti write disney amazon read review buck idea lose custom continu turn trash simpli turn subscrib someth better content peac,Positive
-0.1,finish first episod yeah think im gonna like show world feel authent one portray martin work complaint lack open theme song game throne one icon theme time mayb first episod cold open expect one episod 2 finger cross,Negative
0.14358974358974358,slow burn great vibe game throne check royal secreci polit mischief check attach stori check suspens unpredict event check awesom decor mood check th first episod establish mood storylin introduc us main charact tell us mess dont get full extent happen that good news rich cant imagin event unfold detail i alway wonder daenari lost crown got event happen led ill follow seri close sure hope dont cancel trim financi issues thi look epic promis hope redeem debacl disastr final season,Positive
0.10914285714285714,matt smithnop right well known paddi considin great actor wig fitter rhyf ifan mayb still well known high hope take like slow season game throne,Positive
0.12878787878787878,alway kept expect low wht happen got 8 though new show runner still tht trust issu gotta admit saw tht first episod everyth frm cast costum upto perfectionit liter crush expect wait ep 2,Positive
0.11204906204906205,like seri take time build charact sure got introduc world westero amaz charact absolut garbag end took time build giv least two season start compar got took least four season seri gain true momentum wider audienc cant expect episod new stori arc bring much excitement but im look forward see slowli see seed chess piec shift place itll take time big move made therel plenti new charact introduc time charact bore thank theyr seen rememb made s01e01 got right end chanc itll,Positive
0.3358070500927644,took coupl episod hook im never got revisit world good for comparison watch rop open mind bore wast time compel charact stori intrigue hotd slowli built interest set plot develop set compel charact look forward new episod oppos rop may never watch again th product look great quit got level certain cheap felt il continu watch clear stori tell maker rop could done,Positive
0.2643939393939394,seri may first seem like weak wanna origin viewer patient enough episod 6 storylin get real excit episod 9 fulli suck magic world game throne crave stori start season 1 far steadili beat lord ring show storylin strong charact power scene almost element make good fantasi showmisteri propheci dragon royal drama well known mediev charm origin series great start anoth hit seri good origin,Positive
-0.29999999999999993,watch like reconnect former friend let bad give second chanc trust wont hurt given set centuri event got complet differ charact ill judg merit,Negative
0.18333333333333335,back got came look forward borgia saw got side dish check didnt expect much how thing chang despit wellknown disappoint game throne last season look forward lot sourc materi finish like learn mistakes i absolut love there intrigu mani dragon matt smith ton great actors but yes matt smith charact steal show theyv alreadi treat us battle th one thing im enthusiast otto hightow peopl call mix tywin littl finger charact entertain otto hasnt done yet,Positive
-0.15625,like present charact interest episod cant wait rest event hope peopl dont make critic mean posit,Negative
0.04999999999999999,like im watch game throne would say better act incred cant wait see fight blood etc come show fantast tv show give 1010 hope still make impress episod keep,Positive
0.43896103896103894,love world seri wanna back moment live king know luck made everi detail seri amaz live targryan famili tv im egypt know cultur pharaoh targryan proud egyptain watch seri act perfect beauti love demon charact know goal tri renera confus charact until thank fire blood thank gorg martin trophi u deserv creativ writer world ever seen,Positive
-0.04380952380952382,liter goosebump gonna next big thing gonna surpass game thrones and potenti break records it vibe requir didnt miss game throne charact charact build up intens audac insan im super excit cant wait second episod hope enorm high,Negative
0.2966666666666667,write review one episod strong first episod im huge fan novel minor like end got hbo alway hbo cast visual outstand charact bold overdon im sure depth matt smith damon targaryen molli alcock rhaenyra targaryen stood sinc stori drawn grrm histori rather novel writer lot freedom stori think great job continu overal vibe westero enough chang style make interest worth watch plus feel like 4 season show,Positive
0.00416666666666668,must say didnt much expect last season game throne went pilot episod give vibe throne first season book materi use see peopl difficult time choos favourit charact well charact seem much complic good vs bad like throne stark most good lannist somewhat bad thing quit differ look forward rest season unfurl,Positive
0.3125,briliant first episod well fisrt step seri build stori becom intent love charact dialog scene fight scene love dragon move roar cant wait next episod recomend wort watch,Positive
